Ulasan,LP,LN,HP,HN,PP,PN
biaya masuk rb orang ditempat i penjual,0,0,0,1,0,0
pemandangan indah nyaman pejalan kaki kendaraan jalan,1,0,0,0,1,0
gak pake bayar trus bea masuk masuk wilayah hotel,0,0,0,0,0,0
tempatnya bagus cocok kumpul sunmori tmen cocok kumpul keluarga,0,0,0,0,1,0
nyaman tp bersih membuang sampah sembarangan,1,0,0,0,0,0
view telaganya bagus tp sampah telaga berserakan kotor kumuh,0,1,0,0,1,0
objek wisata digarap serius jelek pemandangan bagus,0,0,0,0,1,0
tempatnya kumuh sampah bau sedap kencing kuda,0,1,0,0,0,0
pemandangan nya bagus tiket ny skrang mahal,0,0,0,1,1,0
pedagangnya rapih mengganggu suasana pejalan kaki ribet,1,0,0,0,0,0
menarik seandainya kondisi alamiahnya dipertahankan,0,0,0,0,0,0
semrawut santai pinggir telaga susah krn mobil kuda dll,0,0,0,0,0,1
maaf buka blm ya telaga saranganya skrg ksana takut gak buka,0,0,0,0,0,0
pedagang kuda ramai sanitasi buruk,0,0,0,0,0,0
parkir susah mahal sepweti tertata pemda,0,0,0,1,1,0
wisata lokasinya semberaut ditata,0,0,0,0,1,0
pelayanan ramah orang menjual tiket masuk buruk tdk ramah,0,0,0,0,0,0
ditata ruang utk pejalan kaki tdk macet,0,0,0,0,0,0
hati untk jalan alternatif sarangan kena calo tiket kli lipat,0,0,0,0,0,0
pemakaian jaket pelampung kapal tolong diperhatikan,0,0,0,0,0,0
beli duren asli magetan nyuus durennya tebal gede,0,0,0,0,0,0
bagus suasananya air telaga berkurang,1,0,0,0,1,0
pedagang pas ketelaga pas surut jd puas,0,0,0,0,0,0
asik liburan bajet pas ok,0,0,0,0,0,0
harga masuk segitu tdk memuaskan,0,0,0,0,0,0
nyaman wisata membawa anak anak,1,0,0,0,1,0
pesona alaminya perlahan hilang pembangunan,0,0,0,0,0,0
menyenangkan taikuda d jln mohon d perbaiki,0,0,0,1,0,0
tempatnya teratur susah pejalan kaki,0,0,0,0,0,0
tiket masuk mahal pemandangan sesuai,0,0,0,1,1,0
kotor bersih ga kayak dl,1,0,0,0,0,0
jalanan nya cocok suka cornering,0,0,0,0,0,0
adem seger mata,0,0,0,0,0,0
kotor penginapan bagus,0,1,0,0,1,0
pas debit air telaga ya ilang lokasi,0,0,0,0,0,0
sate klinci nya enaksuasana sejuk,1,0,0,0,0,0
rame krng berkelas utk org kota,0,0,0,0,0,0
libyran warga lokal populer,0,0,0,0,0,0
harga tiket masuknya rb,0,0,0,1,0,0
ya sukaa ajaah,0,0,0,0,0,0
tiket masuk mahal,0,0,0,1,0,0
tempatnya telaga pkl kumuh,0,1,0,0,0,0
tiket masuknya mahal,0,0,0,1,0,0
efek pandemi corona telaga sarangan sepi,0,0,0,0,0,0
ribet parkir e riyel,0,0,0,0,0,0
kotor pedagangnya tertib,0,1,0,0,0,0
kumuh bau kotoran kuda,0,1,0,0,0,0
pengelola an asesoris wisata,0,0,0,0,1,0
perjalanan bagus,0,0,0,0,1,0
aja rame,0,0,0,0,0,0
menarik,0,0,0,0,0,0
tiket masuk luarang ggaes,0,0,0,0,0,0
dingi n,0,0,0,0,0,0
sampahnya,0,1,0,0,0,0
rame panas weekend,0,0,0,0,0,0
nuansa biru,0,0,0,0,0,0
memuaskan,0,0,0,0,0,0
airnya kering,0,0,0,0,0,0
lumayan unt ngadem,0,0,0,0,0,0
b aja,0,0,0,0,0,0
suka banget seru,0,0,0,0,0,0
bau kotoran kuda,0,1,0,0,0,0
kumuh semrawutnya,0,1,0,0,0,1
tempatnya sejuukk bngedd,0,0,0,0,0,0
penataan pedanang,0,0,0,0,0,0
telaga airnya bersih,1,0,0,0,0,0
parkir mahal,0,0,0,1,0,0
suka billanya,0,0,0,0,0,0
jorok,0,0,0,0,0,0
akurat,0,0,0,0,0,0
sanagat indah,0,0,0,0,1,0
speed boat membosankan danau orang mencoba berbisnis tiket masuk k orang perahu k lingkaran kuda suka toko menjual,0,0,0,1,0,0
bebas mobil motor danau wisata,0,0,0,0,1,0
harap pemerintah magetan aturan penjual masyarakat telaga sarangan harap menjaga kebersihan,1,0,0,0,0,0
nyaman bersih sewa perahu murah ribu asli,1,0,1,0,0,0
memiliki statistik hotel bertahun peningkatan signifikan fasilitas hotel wifi bagus toilet gratis,0,0,0,0,1,0
bagus benci staf parkir rb parkir mobil parkir gratis pemkab menangkap petugas parkir liar,0,0,0,1,1,0
indah membutuhkan manajemen penuh sesak kurangnya daya tarik wisata mohon ditingkatkan,0,0,0,0,1,0
muak banyaknya sampah danau sarangan berbeda,0,1,0,1,0,0
ramai pasar tradisional pemandangan istimewa,0,0,0,0,1,0
ramai penjual menyebalkan kotor pemandangannya,0,1,0,0,1,0
ditambah fasilitas,0,0,0,0,0,0
kotor penuh sesak pedagang kaki asli,0,1,0,0,0,0
orang asli ramai,0,0,0,0,0,0
orang penjual asli,0,0,0,0,0,0
refrez oke asli refrez okayy,0,0,0,0,0,0
keren asli senjuk eeh,0,0,0,0,1,0
adam asli adem,0,0,0,0,0,0
perbaikan bertahun asli,0,0,0,1,0,0
direkomendasikan asli not recommended,0,0,0,0,0,0
penuh sesak kotor asli overcrowded and dirty,0,1,0,0,0,0
ber ahem asli ber ademm,0,0,0,0,0,0
sepi pol,0,0,0,0,0,0
kotor asli dirty place,0,1,0,0,0,0
uuadem,0,0,0,0,0,0
nuansa alami sdh pudar dgn masifnya bangunan diseputar telaga bibir telaga hadirnya perahu boat melaju kencang menjadikan nuansa damai telaga hilang spt waduk pd pengaturan memadukan kemudagan unsur,0,0,0,0,0,0
askes jalannya muterin telaga pakai motor pas sepi kesini pas kerja ramai habis asyar,0,0,0,0,0,0
suasananya sejuk dingin kadang berkabut jasa kuda speedboat telaganya udah dipatok k gak ditawar jualan baju jajanan sekitaran area wc gak bersih,1,0,0,0,0,0
airnya surut telaganya mengecil tempatnya dingin hujan turun kabut penjual sate ayam kelinci,1,0,0,0,0,0
kunjungan minggu nov wibhtm dewasa orang asuransi,0,0,0,0,0,0
sejuk udaranya segar nya indah tp sayang nyaman anak bnyak kendaraan lalang,1,0,0,0,1,0
dikelola maksimal cepat bosan terfokus telaga air penuh perbaikan semoga,0,0,0,1,0,0
lalang kendaraannya lumayan mengganggu batas penggunaan kendaraan airnya surut keliatan kotor tolong jaga kebersihannya telaganya ketersediaan sampah minim petugas kebersihan semoga kedepannya pengelola memperhatikan,1,0,0,0,0,0
tempatnya adem suasana bikin hati tenang pandangan mata menyegarkan sejuk udaranya dingin hawanya gunung rekomended dech wisatawan inging berkunjung pasangan atoupun keluarga happy holiday,1,0,0,0,1,0
lintasan memutari telaga suasana sejuk sayangnya lalang mobil motor kuda wisatawan pejalan kaki campur aduk simpang siur nggak nyaman,1,0,0,0,1,0
wisata alam sejuk rasakan sensasi kuda speedboat keliling telaga k putaran kuliner sate kelinci nya enak beli aneka hasil bumi segar segar stay hotel azalea dgn view telaga exotic,1,0,0,0,1,0
ramai padat berkunjung musim liburan kuda mengelilingi telaga biaya rp speedboat biaya rp kali putaran biayanya rp pinggir telaga penjual makanan minuman bunga sayur sayuran pakaian aksesoris,0,0,0,1,0,0
suasana ok teralu nawarin sulit menikmati wisatanya,1,0,0,0,1,0
nyaman krn jln ruwet mbl n motor lwt kuda jualan d pinggir jalan mgkn kl jln diperlebar jln khusus kuda n pengunjung berjalan kaki lbh nyaman,1,0,0,0,0,0
bagus destinasi wisata keluarga sewa speed boat kuda harga makanan tulis menu warung hotel penginapan perjalanan air terjun harap siapkan fisik jalur mendaki,0,0,0,0,1,0
kecewa wisatanya ditambah biar bosen duduk duduk menikmati sejuknya udara lumayan dingin kapal boat ya mahal kuda iya males bagus udaranya sejuk,1,0,0,1,1,0
bagus dingin cocok untum rekresi keluarga tiket masuk k kuda boat putaran k sate kelincinya jgn lupa dicoba k,1,0,0,0,1,0
fasilitas villa hotel pedaganh teratur minim penerangan overall liburan udara dingin sejuk,1,0,0,0,0,0
tempatnya bagus sayang kadang pedagang memaksa membeli dagangannya kursi plastik disebelah telaga kursi kursi milik pedagang makanan diseberang jalan posisi kursi,0,0,0,0,1,0
telaga sarangan tepatnya kota magelang jawa perbatasan jatim jateng tiket gratis pergi subuh penyewaan perahu boot kuda mengitari telaga pasar yabg menyedikan sayur mayur segar harga super miring,1,0,0,1,0,0
tempatnya bagus dingin indah umpel umpelan ga suka,1,0,0,0,1,0
keindahan dinikmati kebersihan kenyamanan jg dijaga kencing kuda dimana bau pesing merebak,1,0,0,0,1,0
sebenernya telaganya keren keren banget fasilitasnya lengkap masjid toilet homestay pedagang makanan pedagang souvenir dll sayangnya penjualnya ditata bau kotoran kuda,0,1,0,0,1,0
sekian kalinya ttp mantab lingkunganya bersih sll terjaga bberapa mengganjal tlng pedagang menjual harga ditindak sbenarnya gk wisata ya ya smga berkunjung sblm beli makanan dlu harganya trmksh,1,0,0,0,1,0
suasana sejuk jual sayur speedboat telaga sarangan sayangnya libur weekend crowded kendaraan masuk telaga mobil motor,1,0,0,0,0,0
bagus tiket masuk rb parkir rb penginapan rb,0,0,0,1,1,0
danau engah gunung salah satunya gunung lawu didaerah magetan jawa timur suasana dingin bermain speed boat berkuda,1,0,0,0,0,0
berbekal informasi teman ku nekatkan perjalanan bermotor jombang magetan lazybag hammock ketinggalan menyertai anganku bersantai ketenangan kesejukan diceritakan orang,1,0,0,1,0,0
suasana sejuk fasilitas booth rb kuda rb tarif masuk orang mobil rb standard minim papan petunjuk arah atm masjid,1,0,0,1,0,0
takjub keindahan alam telaga sarangan apalgi klo udh speedboat pengn nambah cm minusnya kasian dtg dr kota tdk santai istirahat layak saking banyaknya kios jualan souvenir jalan jd sempit,0,0,0,0,1,0
jalan kalah menarik tujuannya suka air merasakan spot jantung speedboat tiket masuknya,0,0,0,0,0,0
pemandangan telaga sarangan indah fasilitas angkutan kuda perahu boat berkeliling telaga disekeliling telaga dijual souvenir khas telaga sarangan berjualan sate kelinci lezat dagingnya,0,0,0,0,1,0
lumayan lan speed boat ribu putaran sayang jalan nya lumayan kadang kendaraan bikit macet terkesan semrawut,0,0,0,0,0,1
telaga sarangan wahana wisata keluarga udah maksudnya berlokasi gunung magetan solo lurus wonogiri sarangan belok kiri,0,0,0,0,1,0
pemandangan danau & bagus penataan kenyamanan pengunjung lokasi pedestrian mobil dipisahkan,1,0,0,0,1,0
rekreasi daerah pegunungan sejuk danau layanan wisata hotel n resort hilangkan penat magetan,1,0,0,0,1,0
nya indah wisatawan rumah makan menyediakan penginapan area bermain anak kapal mengelilingi telaga,0,0,0,0,1,0
tempatnya menarik penjual nya banget buah sayuran sayang pas kesini hujan pemandanganya gak mewek dah nganjuk ahirx kehujanan,0,0,0,0,1,0
telaga sarangan ikon wisatanya pinggir telaga duduk menikmati sate kelinci wedang ronde remaja putri hobi memasak belanja sayur buah an disana suka memacu adrenalin speedboat,0,0,0,0,1,0
bagus nan sejuk senyaman masuk aja udah macet,1,0,0,0,1,0
penataan pengelolaan lokasi wisata tepi danau penuh pedagang kaki shg pejalan kaki menikmati suasana danau nyaman krn jalanan penuh sesak berbarengan kuda,1,0,0,1,1,0
tempatnya lumayan asyik keluarga kencan pacar tempatnya dingin disitu menyediakan hotel penginapan harganya lumayan murah,1,0,1,0,0,0
sarana dikembangkan kategori tiket mahal sebanding wahana dinas pariwisata studi banding belajar daerah berhasil mengembangkan pariwisatanya,0,0,0,1,1,0
telaga sarangan suasana sejuk menyejukkan hati suasana hembusan kabut dingin menerpa tubuh suasana berkabut wisata air menghibur wisatawan,1,0,0,0,1,0
sebenernya tempatnya lumayan bagus hiburan speedboat kalo cuaca cerah busa pemandangan gunung bagus tp sayang akses masuk parkir minim dr pintu masuk tdk arahan org mengarahkan parkir jd kalo pas lg rame jalanan jd macet,1,0,0,0,1,0
area t sarangan kecewa udah ngak alami nikmatin danaunya seru keluarga cari jalan jalan fasilitas kuda pony perahu muat orang dijamin,0,0,0,0,0,0
sewa speed boat jam rb klo kelilinh telaga naek kuda sayangnya org berjualan pinggir telaga tertata,0,0,0,1,1,0
ngangenin maen kesini nyaman tdk motor mobil biar orang belanja menikmati suasana santai tenang,1,0,0,0,0,0
pemandangan telaga sedia perahu penjual komplit makanan minuman pakaian accessories dll sedia penginapan,0,0,0,0,1,0
udara segar nyaman talaga bagus sayang penataan pelaku usaha rapih pengelola menata ulang kawasan wisata nyaman berkelanjutan depannya,1,0,0,0,1,0
bagus pemandangannya fasilitas toilet tp terkunci pd kurangnya aneka jajanan dsna cm sate kelinci sate ayam wedang ronde,0,0,0,0,1,0
udara sejuk cocok ngopi bersantai,1,0,0,0,0,0
biaya masuk mahal parkir mahal kelas motor rb tiket masuk rb menyuguhkan wisata air embung waduk,0,0,0,1,1,0
suasananya dingin kalo pagi shubuh sepi ramai enjoy pedagang menjajakan dagangannya pecel kacang rebus dll,1,0,0,0,0,0
akses masuk nya memadai bus pemandangan nya inda udaranya sejuk ditelaga menawarkan kuda kapal tertib,1,0,0,0,1,0
dingin sejuk banget main speedboat nih kalo libur rame banget macet lalin nya parah banget pejalan kaki berkendara campur aduk,1,0,0,0,0,0
lumayan sie view nyatp dibela in perjalanan kotakayaknya surprise,0,0,0,0,1,0
liburan keluarga parkir mobilnya susah dibenahi pejalan kaki nyaman jalan danau,1,0,0,0,0,0
suasana sejuk menikmati sejuknya hawa pegunungan telaga sarangan sungguh indah uniknya penciptaan dinilai review parkir memadai keaulitan mencari parkir dikala liburan,1,0,0,0,1,0
perjalanannya suka pemandangannya bagus tp pas kesana minggu wow padett pengunjung bikin asyik,0,0,0,0,1,0
pemandangan bagus cocok keluarga telaga permainan dsb banyaj villa sekeliling,0,0,0,0,1,0
mobil motor masuk jalan seputaran telaga macet kida kotorannya aduhai,0,1,0,0,0,0
suhu sejuk sayang jorok dasar telaga endapan plastik menumpuk sampah terawat kelola amatiran,1,0,0,0,0,0
udaranya sejuk byk orang berjualan dikios dipinggir jalan berkeliling menawarkan jg penjual jasa foto jg jasa berkeliling kuda semawrut tertata rapi jalan jd was byk kuda bersliweran takut ketabrak ketendang jd enjoy menikmati pemandangan telaganya,1,0,0,0,1,0
mampir sekedar istirahat pemandangan asri udaranya sejuk dingin skrg panas nggak sedingin nggak sejuk dlu,1,0,0,0,1,0
suasananya nyaman kalinya kuda lumayan deg degan,1,0,0,0,0,0
panas bgt skrg gk adem nya,0,0,0,0,0,0
gak berubah zaman mudaku tertata fasilitas taman biar menarik pengunjung,0,0,0,0,1,0
duduk pake tikar makan sate kelinci lumayanlah,0,0,0,0,0,0
bagus dingin fasilitas lengkap wisata kuliner rame,1,0,0,0,1,0
debit air asik cantik,0,0,0,0,0,0
indah kuasa ciptaan tuhan patut dijaga kelestariannya,0,0,0,0,1,0
terpeleset lubang pengaliran air hujan lubang tsb ditutup berbahaya salah pengunjung memperhatikan jalanan,0,0,0,1,0,0
sayang tempatnya kotor perhatikan fasilitas ga toiletnya,0,1,0,0,0,0
wisata andalan sarangan hotel ramai view danau lereng gunung lawu speed boat disewa patungan,0,0,0,0,1,0
lumayan belanja sayur buah harga murah,0,0,1,0,0,0
bagus bikin jelek harganya muahal,0,0,0,0,1,0
lumayan sih piknik sekedar foto karen udara sejuk,1,0,0,0,0,0
tempatnya bagus penginapan sayang pengelolaanya rawan macet,0,0,0,0,1,0
tempatnya adem nya murah seneng dah pokoknya,0,0,1,0,0,0
bermain anak kolam renang,0,0,0,0,0,0
g tll suka syaparkir susahbegitu jalan jalan panasg tll bs memikmati,0,0,0,0,0,0
penuh pengunjung minibus parkiran telaga sarangan,0,0,0,0,0,0
rame kendaraan lalang menikmati,0,0,0,0,0,0
nyaman bagus pemandangannya sayang pedagang sate merusak pemandangan,1,0,0,0,1,0
wisata bagus kecewa ketidaksesuaian harga tiket masuk pembayaran,0,0,0,0,1,0
tempatnya luas ramai belanja sayur sayuran baju sarangan jajanan khas magetan,0,0,0,0,0,0
enak retribusinya mahal ya,0,0,0,1,0,0
bagus banget pengen hawa dingin sejuk,1,0,0,0,1,0
spbu kesini mendingan pagi sore pemandangan bagus,0,0,0,0,1,0
cuaca panas musim kemarau air telaga sarangan susut banget sayang keindahannya dinikmati nyaman nyantai kurangnya fasilitas utk berteduh,1,0,0,0,1,0
sejuk nyaman pemandangannya indah,1,0,0,0,1,0
th slh pilih wktu pas musim kemarau airnya surut,0,0,0,0,0,0
lokasi cocok menghabiskan family time udaranya tergantung kadang kadang dingin hangat pemandangannya bagus intinya cocok sekedar jalan jalan keluarga ramai,1,0,0,0,1,0
telaga minggu april suasana ramai menerapkan protokol kesehatan air telaga pasang ombak lumayan batal speedboat boat seru sih,1,0,0,0,0,0
nyaman bau kotoran kuda nya menyengat jalananmya sempit rame dilewati mobil motor wisatanya tertata danau boat wahana bermain,1,0,0,0,1,0
udara sejuk bersih penginapan cocok berwisata dgn keluarga,1,0,0,0,1,0
bagus adem minggu tiket nya trus sate kelinci nya kebanyakan kek amis gak enak nya aja gak pas milih makan haha sih emng enak tp enak gak enak haha,0,0,0,0,1,0
telaga sarangan hawanya sih sejuk ya kuliner nongkrong asyik malioboro gitu gambarannya ya belanja souvenir jg tersedia sekilas pasar songgoriti,1,0,0,0,0,0
rame menarik air telaga surut rendah perahu boat banget bising kesannya telaga nonton balapan perahu menarik udaranya segar rute perjalanan telaga bagus,1,0,0,0,1,0
air telaga surut g kayak,0,0,0,0,0,0
pemandangannya indah wahana dinaikin speedbot kuda speedbotnya murah kudanya mahal jalan kesana ribet jalurnya turun kamar mandi susah banget dicari,0,0,1,0,1,0
wisata alam danau kaki gunung kaki gunung hawanya dingin siapkan payung jas hujan kesini musim penghujan minim sampah butuh kesadaran penjual,1,0,0,0,1,0
enak sejuk sayang tiket masuknya mahal rb orang beli sate ayam pinter cari kali beli sate ayamnya kayak udh bau,1,0,0,1,0,0
fasilitas parkir sesuai kondisi liburan pekan liburan raya mohon pemda menata kawasan wisata bertahun tujuan turis lokal negri,0,0,0,0,1,0
tempatnya rame banget kuliner sih cocok sate kelinci jalan pagi mengelilingi danau sarangan dijamin capek tapii jgn kuatir takut capek kuda suasananya pemandangan nya bagus menjelang sore uapik banget so cobain telaga sarangan nikmati suasananya met holiday,1,0,0,0,1,0
nyaman sejuk pengalaman kesana siang tiket masuk tertera karcis rp orang parkir motor rp motor td berdua boncengan motor totalnya rp hitung,1,0,0,0,0,0
sarangan brkt jam sore magetan kondisi mendung berkabut jarak pandang mtr brkt siang biar menikmati pemandangan,0,0,0,0,1,0
wisata terkenal kabupaten magetan suhu udaranya dingin khas pegunungan pengunjung berkeliling telaga menunggangi kuda,1,0,0,0,1,0
sewa speedboat rb putar paket rb x putar disekeliling telaga pedagang makanan minuman sop durian enak bgt seberang kantor polisi ga enaknya byk kuda pup pee sembarang jd bau pesing kuda menyeruak,0,1,0,1,0,0
telaga dinikmati objek air terjun direnov shg alami anak tangganya susah anak ortu alami air terjun mengalir bermain main,0,0,0,0,0,0
musim kemarau surut ya air telaganya,0,0,0,0,0,0
tempatnya bagus nyaman sayang sampah berserakan,1,0,0,0,1,0
hawa seger pemandangan lumayan kalo solo tawangmangu pemandangan kiri kanan jalan bagus sopir speed boat sewaan telaga sembrono pas bawa anak dipeseni pelan eh ngebut ambil jalur biar cepat selesai kapok nyewa speed boat,0,0,0,0,1,0
danau pemandangannya bagus biaya jajanan makanan minuman mematok kenaikan harga pekan contoh seporsi sate kelinci papan tertulis rp bayar dibilangnya rp harap diantisipasi,0,0,0,1,1,0
lokasinya tertata rapi pembuangan sampah tdk dipakai maksimal mobil tdk masuk lokask pejalan kaki nyaman dng semrawutnya kuda sewaan,1,0,0,0,1,0
kondisi jalan telaga pembangunan semrawut tp kalo enak sayangnya portal masuk tiket tertera rb tp petugasnya ditarik rb kali pengunjung harinya lumayan,0,0,0,1,0,1
viewnya aja cm aer telaga doang tiketing tertib rombongan bus knp g pk stempel aja cpt&efisien nyobekin tiket pst missed,0,0,0,0,1,0
bagus viewnya cari parkir kl pas holiday susah banget,0,0,0,0,1,0
suasana dingin ketinggian sekeliling telaga penuhi pedagang nyaman menikmati keindahan telaga akses jalan persiapkan kendaraan jalan turun utk lokasi,1,0,0,0,1,0
km dr kawasan wisata tawang mangu arah magetan medanmenuju lokasi berkelok kalem nyetirnya udaranya dingin wahana speed boat keliling telaga kuda penginapan telaga,1,0,0,0,1,0
lumayan wisata magetan menikmati kuliner sate ayam kelinci jagung bakar cons limbah kuda kencing kotoran berbau menyengat jalan,0,1,0,1,1,0
telaga pasir sarangan magetanselain speed boat & kuda mancing wisata kuliner tiket rb berkunjunglah musim kemarau tp hujan air danaunya penuh & telaga sarangan sbenarnya,0,0,0,1,1,0
view ok sayang danau nya jd ajang balapan spedbot,0,0,0,0,1,0
bagus indah,0,0,0,0,1,0
parkir kendaraan lumayan lokasi,0,0,0,0,0,0
